"name","sentiment","score","text"
"Biden","neg","0.8774965405464172","Douglas K. Daniel, Biden calls paying higher taxes a patriotic act, Associated Press, September 18, 2008 In our culture, it seems to be a question of who gets tax relief the wealthy and big business or the middle class. Pledges to lower taxes are welcomed and promises to raise taxes not so much."
"Biden","neg","0.9991784691810608","What a shame. Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him."
"Biden","neg","0.9973535537719728","OK, ask your relatives to help you, I have my own problems. Ha, I remember Joe Biden gafe during an electoral meeting, asking a guy in wheel chair to stand up. Apply... church-sinner-insensitive speaker/pastor... I am sure that the crippled beggar knew about Jesus."
"Biden","neg","0.9918166995048524","What is Biden. 1 Cor 3:3-4 On Friday morning, President Trump announced that he and First Lady Melania Trump have tested positive for COVID-19. and was transferred to Walter Reed Military Medical Center."
"Biden","neg","0.9935572743415833","Bush was followed by BARRACK H. OBAMA, and Joe Biden. Seems evil reports follow Obama from the first."
"Biden","pos","0.9819967150688172","There are 4900 friends on my page. If you voted Biden say so. If not unfriend me."
"Biden","pos","0.9882367253303528","I want to encourage you to pray for all those in authority. Begin praying for Joe Biden and Kamala Harris. Pray for Donald Trump and Mike Pence."
"Biden","pos","0.6707130670547485","But for it to be right and wrong, we have to have a will, and we have to be able to choose between the two From ElightenNext Magazine, The God we believe in is the God of all peoples. Muslims worship Him, as do Jews and Mormons, as do Orthodox Christians, Catholics, and Protestants From the Obama/Biden page, Walter and NE Castings,A. Background to passage: this is the conclusion to Paul's message to the Areopagus on Mars Hill."
"Biden","pos","0.999319076538086","WILL WE TRUST HIM. BIDEN. TRUMP."
"Biden","pos","0.8769076466560364",". What is Trump. What is Biden."
"Bill Clinton","neg","0.9173327684402466","To show us that he knows our pain. Do you remember in the 1992 presidential election, Bill Clinton was known for saying, I feel your pain. This simple statement endured itself to millions of Americans who at the time believed that George Bush could not relate to the experiences of the average American."
"Bill Clinton","neg","0.9881414175033568","Do you remember in the 1992 presidential election, Bill Clinton was known for saying, I feel your pain. This simple statement endured itself to millions of Americans who at the time believed that George Bush could not relate to the experiences of the average American. Bush didn't even know the price of a gallon of milk after all."
"Bill Clinton","neg","0.9968093037605286","He was an expert at manipulating words to his favor. George Stephanopoulos, now an ABC news analyst was the Director of Communications for Bill Clinton's White House. When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism."
"Bill Clinton","neg","0.991932451725006","Other women have had alleged adulterous affairs with Bill Clinton. Of all the allegations made against him regarding his sexual history, Clinton has only admitted extramarital relationships with Monica Lewinsky and Gennifer Flowers, although he settled the suit brought by Paula Jones for 850,000. While Hillary Clinton is being publicly demeaned for standing by her man, in the back ground was a young daughter being exposed to all this negative media attention."
"Bill Clinton","neg","0.9946812987327576","-Bill Clinton won the Presidency twice with the motto It's the economy stupid. -In George Bush's online Agenda for America the first three chapters of his agenda deal with money issues like tax cuts, better jobs, education help, health insurance, small business help. Abortion, which I think is the 1 issue that Christ followers should be concerned about is not even mentioned as an issue until the 4th chapter."
"Bill Clinton","pos","0.9966145157814026","Then we see William J. Bill Clinton. Many thought that he loved women and he and his wife Hillary had people killed."
"Bill Clinton","pos","0.9914372563362122","Rom. 6:19 Millions have lived to regret their momentary surrender to lust - ask Bill Clinton. Conclusion:Radio personality Paul Harvey tells the story of how an Eskimo kills a wolf."
"Bill Clinton","pos","0.9945068955421448","Bush didn't even know the price of a gallon of milk after all. It was no accident that Bill Clinton chose those words, for he knew that deep within us all, we desire to know that out there somewhere, there is someone who understands how we feel and what we are going through. Bill Clinton understood the power of shared suffering."
"Bill Clinton","pos","0.9926151037216188","Those who lost start thinking about 2012; those who won wonderwhat in the world they've gotten themselves in-for. Bill Clinton talked about that; after an improbable victory in 1991. On inauguration day in January 1992 he is said to have been walking in the parade to the White House thinking, O-my-gosh."
"Bill Clinton","pos","0.8769122362136841","It is our choice. ILL Truth S Many have considered Bill Clinton the first postmodern president. It seemed that he was always reinventing himself to adapt to the moment."
